"Item","Sub-Sector","Area","Super Region","Sector","Element","Unit","Source","Super Region","Value","Date Value","Period Value"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","DIRECT EMISSIONS (N2O) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","6.930","1963-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","DIRECT EMISSIONS (N2O) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","7.180","1962-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","DIRECT EMISSIONS (N2O) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","7.350","1961-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","12746.600","2050-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","12326.150","2030-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11877.730","2018-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11769.300","2017-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11724.470","2016-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11720.060","2015-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11657.220","2014-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11615.670","2013-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11632.040","2012-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11584.190","2011-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11488.480","2010-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11587.960","2009-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11729.000","2008-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11571.590","2007-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11506.110","2006-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11396.550","2005-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11346.180","2004-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11435.590","2003-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11508.630","2002-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11463.290","2001-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11584.190","2000-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11526.260","1999-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11523.740","1998-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11650.930","1997-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11802.040","1996-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11920.420","1995-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","11955.680","1994-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","12065.230","1993-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","12199.980","1992-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","12373.760","1991-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","12584.060","1990-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","12650.800","1989-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","12874.960","1988-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","13004.660","1987-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","13566.300","1986-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","13828.240","1985-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","13591.490","1984-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","13926.460","1983-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","13866.010","1982-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","13723.710","1981-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","13599.050","1980-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","13517.190","1979-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","13604.080","1978-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","13782.900","1977-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","13892.460","1976-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","14027.200","1975-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","14141.800","1974-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","14372.250","1973-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","14733.660","1972-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","14908.700","1971-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","15111.450","1970-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","15498.050","1969-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","16159.180","1968-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","16893.340","1967-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","17719.430","1966-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","18831.380","1965-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","19741.850","1964-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","20476.010","1963-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","21208.920","1962-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","21713.900","1961-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM CH4 (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","10203.050","2050-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM CH4 (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","9866.500","2030-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM CH4 (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","9507.560","2018-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM CH4 (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","9420.770","2017-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM CH4 (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","9384.880","2016-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM CH4 (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","9381.360","2015-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM CH4 (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","9331.060","2014-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM CH4 (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","9297.790","2013-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM CH4 (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","9310.900","2012-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM CH4 (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","9272.590","2011-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM CH4 (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","9195.980","2010-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM CH4 (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","9275.620","2009-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM CH4 (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","9388.510","2008-12-31","a"
"CATTLE, DAIRY","EMISSIONS AGRICULTURE MANURE MANAGEMENT","UNITED STATES OF AMERICA","GLOBAL DATA","ENVIRONMENT, NATURAL RESOURCES","EMISSIONS (CO2EQ) FROM CH4 (MANURE MANAGEMENT)","GIGAGRAMS","UN FOOD AND AGRICULTURE ORGANIZATION","GLOBAL DATA","9262.510","2007-12-31","a"
