Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1961","1961","gigagrams","4332.9517","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1962","1962","gigagrams","4232.1834","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1963","1963","gigagrams","4085.9341","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1964","1964","gigagrams","3939.4335","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1965","1965","gigagrams","3757.7527","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1966","1966","gigagrams","3535.8659","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1967","1967","gigagrams","3371.0213","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1968","1968","gigagrams","3224.5207","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1969","1969","gigagrams","3092.5948","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1970","1970","gigagrams","3015.4495","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1971","1971","gigagrams","2974.9923","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1972","1972","gigagrams","2940.0633","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1973","1973","gigagrams","2867.9438","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1974","1974","gigagrams","2821.9582","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1975","1975","gigagrams","2799.091","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1976","1976","gigagrams","2772.2033","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1977","1977","gigagrams","2750.3413","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1978","1978","gigagrams","2714.6584","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1979","1979","gigagrams","2697.3196","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1980","1980","gigagrams","2713.6533","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1981","1981","gigagrams","2738.5307","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1982","1982","gigagrams","2766.9262","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1983","1983","gigagrams","2778.988","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1984","1984","gigagrams","2712.1456","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1985","1985","gigagrams","2759.3876","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1986","1986","gigagrams","2707.1198","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1987","1987","gigagrams","2595.0456","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1988","1988","gigagrams","2569.163","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1989","1989","gigagrams","2524.4338","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1990","1990","gigagrams","2511.1156","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1991","1991","gigagrams","2469.1506","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1992","1992","gigagrams","2434.4729","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1993","1993","gigagrams","2407.5852","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1994","1994","gigagrams","2385.7232","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1995","1995","gigagrams","2378.6871","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1996","1996","gigagrams","2355.0661","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1997","1997","gigagrams","2324.9116","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1998","1998","gigagrams","2299.5316","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","1999","1999","gigagrams","2300.0341","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2000","2000","gigagrams","2311.5934","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2001","2001","gigagrams","2287.4698","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2002","2002","gigagrams","2296.5161","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2003","2003","gigagrams","2281.9414","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2004","2004","gigagrams","2264.1","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2005","2005","gigagrams","2274.1515","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2006","2006","gigagrams","2296.0135","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2007","2007","gigagrams","2309.0805","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2008","2008","gigagrams","2340.4914","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2009","2009","gigagrams","2312.3472","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2010","2010","gigagrams","2292.4955","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2011","2011","gigagrams","2311.5934","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2012","2012","gigagrams","2321.1423","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2013","2013","gigagrams","2317.8755","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2014","2014","gigagrams","2326.168","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2015","2015","gigagrams","2338.7073","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2016","2016","gigagrams","2340.0894","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2017","2017","gigagrams","2354.1866","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2018","2018","gigagrams","2370.1685","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2030","2030","gigagrams","2459.6502","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72436","Emissions (CO2eq) from N2O (Manure management)","960","Cattle, dairy","2050","2050","gigagrams","2543.5503","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1961","1961","gigagrams","21713.9038","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1962","1962","gigagrams","21208.9194","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1963","1963","gigagrams","20476.0141","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1964","1964","gigagrams","19741.8495","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1965","1965","gigagrams","18831.3847","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1966","1966","gigagrams","17719.4339","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1967","1967","gigagrams","16893.3413","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1968","1968","gigagrams","16159.1767","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1969","1969","gigagrams","15498.0508","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1970","1970","gigagrams","15111.4495","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1971","1971","gigagrams","14908.7043","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1972","1972","gigagrams","14733.6633","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1973","1973","gigagrams","14372.2478","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1974","1974","gigagrams","14141.7982","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1975","1975","gigagrams","14027.203","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1976","1976","gigagrams","13892.4593","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1977","1977","gigagrams","13782.9013","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1978","1978","gigagrams","13604.0824","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1979","1979","gigagrams","13517.1916","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1980","1980","gigagrams","13599.0453","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1981","1981","gigagrams","13723.7147","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1982","1982","gigagrams","13866.0142","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1983","1983","gigagrams","13926.46","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1984","1984","gigagrams","13591.4896","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1985","1985","gigagrams","13828.2356","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1986","1986","gigagrams","13566.3038","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1987","1987","gigagrams","13004.6616","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1988","1988","gigagrams","12874.955","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1989","1989","gigagrams","12650.8018","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1990","1990","gigagrams","12584.0596","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1991","1991","gigagrams","12373.7586","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1992","1992","gigagrams","12199.9769","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1993","1993","gigagrams","12065.2332","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1994","1994","gigagrams","11955.6752","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1995","1995","gigagrams","11920.4151","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1996","1996","gigagrams","11802.0421","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1997","1997","gigagrams","11650.9276","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1998","1998","gigagrams","11523.7396","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","1999","1999","gigagrams","11526.2581","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2000","2000","gigagrams","11584.1854","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2001","2001","gigagrams","11463.2938","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2002","2002","gigagrams","11508.6281","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2003","2003","gigagrams","11435.5894","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2004","2004","gigagrams","11346.18","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2005","2005","gigagrams","11396.5515","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2006","2006","gigagrams","11506.1095","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2007","2007","gigagrams","11571.5925","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2008","2008","gigagrams","11729.0034","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2009","2009","gigagrams","11587.9632","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2010","2010","gigagrams","11488.4795","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2011","2011","gigagrams","11584.1854","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2012","2012","gigagrams","11632.0383","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2013","2013","gigagrams","11615.6675","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2014","2014","gigagrams","11657.224","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2015","2015","gigagrams","11720.0625","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2016","2016","gigagrams","11726.9886","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2017","2017","gigagrams","11797.6346","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2018","2018","gigagrams","11877.7253","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2030","2030","gigagrams","12326.1487","Fc","Calculated data"
"GM","Manure Management","231","United States of America","72316","Emissions (CO2eq) (Manure management)","960","Cattle, dairy","2050","2050","gigagrams","12746.6009","Fc","Calculated data"
