"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2015","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","14,083,000,000",""
"SURVEY","2015","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","985,000,000",""
"SURVEY","2015","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","332,000,000",""
"SURVEY","2015","YEAR","","STATE","OHIO","39","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,504,000,000",""
"SURVEY","2015","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","730,000,000",""
"SURVEY","2015","YEAR","","STATE","OREGON","41","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,551,000,000",""
"SURVEY","2015","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","10,800,000,000",""
"SURVEY","2015","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,900,000",""
"SURVEY","2015","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","262,000,000",""
"SURVEY","2015","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,360,000,000",""
"SURVEY","2015","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","742,000,000",""
"SURVEY","2015","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","10,301,000,000",""
"SURVEY","2015","YEAR","","STATE","UTAH","49","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,220,000,000",""
"SURVEY","2015","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,666,000,000",""
"SURVEY","2015","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,772,000,000",""
"SURVEY","2015","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,606,000,000",""
"SURVEY","2015","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","141,000,000",""
"SURVEY","2015","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","29,030,000,000",""
"SURVEY","2015","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","135,400,000",""
"SURVEY","2014","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","109,000,000",""
"SURVEY","2014","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,500,000",""
"SURVEY","2014","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,704,000,000",""
"SURVEY","2014","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","97,000,000",""
"SURVEY","2014","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","42,339,000,000",""
"SURVEY","2014","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,593,000,000",""
"SURVEY","2014","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","383,000,000",""
"SURVEY","2014","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","96,500,000",""
"SURVEY","2014","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,508,000,000",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,691,000,000",""
"SURVEY","2014","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","29,900,000",""
"SURVEY","2014","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,873,000,000",""
"SURVEY","2014","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,850,000,000",""
"SURVEY","2014","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,857,000,000",""
"SURVEY","2014","YEAR","","STATE","IOWA","19","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,647,000,000",""
"SURVEY","2014","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,114,000,000",""
"SURVEY","2014","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,002,000,000",""
"SURVEY","2014","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","204,000,000",""
"SURVEY","2014","YEAR","","STATE","MAINE","23","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","599,000,000",""
"SURVEY","2014","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","991,000,000",""
"SURVEY","2014","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","233,000,000",""
"SURVEY","2014","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","9,609,000,000",""
"SURVEY","2014","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","9,127,000,000",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","188,000,000",""
"SURVEY","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,393,000,000",""
"SURVEY","2014","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","301,000,000",""
"SURVEY","2014","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,195,000,000",""
"SURVEY","2014","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","691,000,000",""
"SURVEY","2014","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","282,000,000",""
"SURVEY","2014","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","127,000,000",""
"SURVEY","2014","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,105,000,000",""
"SURVEY","2014","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,739,000,000",""
"SURVEY","2014","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","961,000,000",""
"SURVEY","2014","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","324,000,000",""
"SURVEY","2014","YEAR","","STATE","OHIO","39","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,425,000,000",""
"SURVEY","2014","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","726,000,000",""
"SURVEY","2014","YEAR","","STATE","OREGON","41","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,550,000,000",""
"SURVEY","2014","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","10,664,000,000",""
"SURVEY","2014","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","17,100,000",""
"SURVEY","2014","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","264,000,000",""
"SURVEY","2014","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,110,000,000",""
"SURVEY","2014","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","745,000,000",""
"SURVEY","2014","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","10,310,000,000",""
"SURVEY","2014","YEAR","","STATE","UTAH","49","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,184,000,000",""
"SURVEY","2014","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,666,000,000",""
"SURVEY","2014","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,781,000,000",""
"SURVEY","2014","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,576,000,000",""
"SURVEY","2014","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","140,000,000",""
"SURVEY","2014","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","27,795,000,000",""
"SURVEY","2014","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","129,500,000",""
"SURVEY","2013","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","117,000,000",""
"SURVEY","2013","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,200,000",""
"SURVEY","2013","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,489,000,000",""
"SURVEY","2013","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","107,000,000",""
"SURVEY","2013","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","41,256,000,000",""
"SURVEY","2013","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,328,000,000",""
"SURVEY","2013","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","370,000,000",""
"SURVEY","2013","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","93,800,000",""
"SURVEY","2013","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,383,000,000",""
"SURVEY","2013","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,568,000,000",""
"SURVEY","2013","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","29,500,000",""
"SURVEY","2013","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,431,000,000",""
"SURVEY","2013","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,830,000,000",""
"SURVEY","2013","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,830,000,000",""
"SURVEY","2013","YEAR","","STATE","IOWA","19","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,607,000,000",""
"SURVEY","2013","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,933,000,000",""
"SURVEY","2013","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,070,000,000",""
"SURVEY","2013","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","206,000,000",""
"SURVEY","2013","YEAR","","STATE","MAINE","23","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","607,000,000",""
"SURVEY","2013","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","976,000,000",""
"SURVEY","2013","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","232,000,000",""
"SURVEY","2013","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","9,164,000,000",""
"SURVEY","2013","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","9,138,000,000",""
"SURVEY","2013","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","186,000,000",""
"SURVEY","2013","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,359,000,000",""
"SURVEY","2013","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","298,000,000",""
"SURVEY","2013","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,165,000,000",""
"SURVEY","2013","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","639,000,000",""
"SURVEY","2013","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","272,000,000",""
"SURVEY","2013","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","127,000,000",""
"SURVEY","2013","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,057,000,000",""
"SURVEY","2013","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,472,000,000",""
"SURVEY","2013","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","935,000,000",""
"SURVEY","2013","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","341,000,000",""
"SURVEY","2013","YEAR","","STATE","OHIO","39","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,448,000,000",""
"SURVEY","2013","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","779,000,000",""
"SURVEY","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,514,000,000",""
"SURVEY","2013","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","10,552,000,000",""
"SURVEY","2013","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","17,100,000",""
"SURVEY","2013","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","264,000,000",""
"SURVEY","2013","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,023,000,000",""
"SURVEY","2013","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","765,000,000",""
"SURVEY","2013","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","9,610,000,000",""
"SURVEY","2013","YEAR","","STATE","UTAH","49","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,131,000,000",""
"SURVEY","2013","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,606,000,000",""
"SURVEY","2013","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,742,000,000",""
"SURVEY","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,336,000,000",""
"SURVEY","2013","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","152,000,000",""
"SURVEY","2013","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","27,572,000,000",""
"SURVEY","2013","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","128,200,000",""
"SURVEY","2012","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","130,000,000",""
"SURVEY","2012","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,700,000",""
"SURVEY","2012","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,508,000,000",""
"SURVEY","2012","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","133,000,000",""
"SURVEY","2012","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","41,801,000,000",""
"SURVEY","2012","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,213,000,000",""
"SURVEY","2012","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","358,000,000",""
"SURVEY","2012","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","93,800,000",""
"SURVEY","2012","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,340,000,000",""
"SURVEY","2012","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,531,000,000",""
"SURVEY","2012","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","28,400,000",""
"SURVEY","2012","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,558,000,000",""
"SURVEY","2012","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,868,000,000",""
"SURVEY","2012","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","3,752,000,000",""
"SURVEY","2012","YEAR","","STATE","IOWA","19","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,513,000,000",""
"SURVEY","2012","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","2,732,000,000",""
"SURVEY","2012","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,120,000,000",""
"SURVEY","2012","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","222,000,000",""
"SURVEY","2012","YEAR","","STATE","MAINE","23","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","613,000,000",""
"SURVEY","2012","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","979,000,000",""
"SURVEY","2012","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","219,000,000",""
"SURVEY","2012","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,991,000,000",""
"SURVEY","2012","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","9,073,000,000",""
"SURVEY","2012","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","199,000,000",""
"SURVEY","2012","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,408,000,000",""
"SURVEY","2012","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","299,000,000",""
"SURVEY","2012","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,186,000,000",""
"SURVEY","2012","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","665,000,000",""
"SURVEY","2012","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","275,000,000",""
"SURVEY","2012","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","MILK","MILK - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","130,000,000",""
